OID_,ENTITY_ID,CLASS_CODE,SMRS,COUNTY,TOWNLAND,COUNTY_ID,ZONE_ID,ITM_E,ITM_N,LATITUDE,LONGITUDE,MONUMENT_T,FIRST_EDIT,LATEST_EDI,WEBSITE_LI,WEB_NOTES
233,WI00559,STCI,WI012-042----,WICKLOW,BALLINASTOE,32, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI012-042----,"The Ordnance Survey Letters (1838-40) note 'In the lower part of Ballinstow townland are the remains of two circles of stones very close together' (see also WI012-041----) (O'Flanagan 1928, 81). These may be the same monuments as WI012-027---- and WI012-"
234,WI00558,STCI,WI012-041----,WICKLOW,BALLINASTOE,32, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI012-041----,"The Ordnance Survey Letters (1838-40) note 'In the lower part of Ballinstow townland are the remains of two circles of stones very close together' (see also WI012-042----) (O'Flanagan 1928, 81). These may be the same monuments as WI012-027---- and WI012-"
235,WI00668,STCI,WI015-010----,WICKLOW,ATHGREANY,32,R147514,692962.000000000000000,703263.000000000000000,53.071888022000003,-6.612751381000000,Stone circle,'The Pipers Stones','The Pipers Stones', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI015-010----,National Monument in state guardianship No. 416.  Disturbed remains of a circle of granite blocks (int. diam. 23m) at the high N end of a small steep-sided ridge. There are sixteen stones in the area of the site of which only five are in situ; of the oth
236,WI00684,STCI,WI015-018----,WICKLOW,FORRISTEEN,32,R147464,688411.000000000000000,701334.000000000000000,53.055328215000003,-6.681174185000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI015-018----,Listed as a 'stone circle' in the SMR (1986) and as a possible 'stone circle' in the RMP (1995). On level to gently S-facing ground in a farmyard. This 'stone circle'  is reputed to have stood in front of the present house and to have been destroyed in 1
237,WI00709,STCI,WI015-037----,WICKLOW,TORNANT UPPER,32,R147421,687481.000000000000000,699941.000000000000000,53.042964984999998,-6.695421092000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI015-037----,National Monument in state ownership No. 531.  Listed as a 'stone circle' in the SMR (1986) and as a possible 'stone circle' in the RMP (1995). On the saddle of a rocky E-W ridge with a marked slope to the S. A scatter of mainly split quartz boulders to
238,WI00950,BASC,WI021-032----,WICKLOW,CASTLERUDDERY LOWER,32,R147251,691527.000000000000000,694245.000000000000000,52.991110282999998,-6.636716828000000,Stone circle - embanked, ,'Druidical Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI021-032----,"National Monument in state ownership No. 441.  Situated on a natural rise with gentle slopes to S, W and E and overlooking the River Slaney (250m to the S). The stone circle (diam. 30m) consists of large boulders, originally contiguous, some standing upr"
239,WI01273,BASC,WI027-039----,WICKLOW,BOLEYCARRIGEEN,32,R147036,693431.000000000000000,689280.000000000000000,52.946172019999999,-6.609798294000000,Stone circle - embanked,'Druidical Circle','Druidical Circle', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI027-039----,"Situated in forestry on a low E-W ridge with extensive views to the N, E and S. Known locally as the 'Griddle Stones'. Circular site (int. diam. 13.5m) at present defined by eleven evenly spaced upright stones (1.3-1.8m apart). The entrance (Wth 1.3m) is"
240,WI02006,STCI,WI016-020001-,WICKLOW,TOOR,32,R147492,695882.000000000000000,702359.000000000000000,53.063250140999997,-6.569460774000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI016-020001-,On relatively level ground with a thin cover of blanket bog. Three standing stones comprising of a single stone opposing a pair. The single stone (max. H 0.9m; Wth 1.4m; T  0.25m) has a rough v-shaped profile at top and an E-W long axis.  The opposing pa
241,WI02008,STCI,WI016-020003-,WICKLOW,TOOR,32,R147488,695878.000000000000000,702168.000000000000000,53.061534807999998,-6.569577290000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI016-020003-,This record was created for a 'stone circle' based on fieldwork evidence (C. Corlett). No further descriptive information is available at present.  Compiled by: Matt Kelleher  Date of upload: 15 January 2013
242,WI02028,STCI,WI015-088----,WICKLOW,PLEZICA,32,R147457,690157.000000000000000,701111.000000000000000,53.053033087999999,-6.655199282000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WI015-088----,On a slight crest in a broad valley of gently undulating terrain. A circular area (diam. c. 10.4m) enclosed by eighteen stones with a large granite boulder at centre (H 0.8m; 1.1m x 0.8m). The mainly granite stones are quite evenly spaced (c. 50cm apart)
243,WX01626,STCI,WX035-072----,WEXFORD,"BALLYNAGRALLAGH,COURTHOYLE OLD,RAHEEVARREN,SCULLABOGE",31, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WX035-072----,"According to Kinahan (1883-4, 40) there is a stone circle ’20 feet by 16 feet’ (dims. c. 6.1m x c. 4.9m) at Carrickbyrne Hill consisting of one fallen and seven spaced uprights ‘height 2 feet (H c. 0.6m)’ that have their long axes on the perimete"
244,CO19560,STCI,CO123-082----,CORK,BURREN,5, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CO123-082----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
245,DG03622,BASC,DG048-011----,DONEGAL,AN MACHAIRE,7,R177975,571317.000000000000000,909893.000000000000000,54.935912723000001,-8.447582111999999,Stone circle - embanked,Not indicated,Outlined, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DG048-011----,Situated on a low rise of ground in an area of rock outcrop overlooking a sea inlet known as Casloughtermon to the E. The ruins of Templecrone Church (DG048-008001-) can be seen 435m to the NE overlooking the N shoreline of Casloughtermon. The W shorelin
246,WM03749,STCI,WM038-058----,WESTMEATH,RAHUGH,30, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WM038-058----,"Unlocated possible stone circle in the townland of Rahugh.  The monument was described in 1870-1 as following; 'There are the remains of a stone circle in Rath-hugh, from which all the stones have been removed except seven, and of these one only remains"
247,CL08571,MUSC,CL031-052----,CLARE,CURRAGHODEA,4,R181899,512804.000000000000000,680240.000000000000000,52.865993801000002,-9.295030375000000,Stone circle - multiple-stone,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL031-052----,The Archaeological Survey of Ireland (ASI) is in the process of providing information on all monuments on The Historic Environment Viewer (HEV). Currently the information for this record has not been uploaded.  To access available  information for resear
248,KE15385,STCI,KE107-019----,KERRY,LISS,12,R184392,460349.000000000000000,561458.000000000000000,51.787959614000002,-10.024330993000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE107-019----,"Possible stone circle identified and described by Aoibheann Lambe as follows; 'Set on the grounds of a modern bungalow in an area that is overgrown, it is situated on a rise beyond the garden, with expansive views over the roof of the house at SE to Skeh"
249,WM04131,STCI,WM031-116----,WESTMEATH,SKEHEEN (Nagle),30,R185154,629346.000000000000000,740196.000000000000000,53.411078144000001,-7.558611603000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=WM031-116----,Situated on poorly drained grassland with possible moated site (WM031-115---) immediately to SSW.  Present remains consist of a circular area (diam. 7m) defined by 12 low circular shaped boulders (max. H 0.8m) set approx. 0.6-1.3m apart with single stand
250,LH02758,STCI,LH007-012001-,LOUTH,CARN BEG,19,R174921,704085.000000000000000,810034.000000000000000,54.028987235999999,-6.411299647000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LH007-012001-,"Situated on a slight SW-facing slope. Wright (1758, vol. 3, 9-10, pl. 3) records and illustrates the remains of two concentric stone circles enclosed by an earthen bank with an external fosse. Outside this earthwork is a further stone circle enclosing al"
251,LI08282,STCI,LI014-024001-,LIMERICK,HIGHPARK,17,R123300,565052.000000000000000,650523.000000000000000,52.604839562000002,-8.515943136000001,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LI014-024001-,"Situated on elevated grassland known locally as 'Knockfleming', with panoramic views of the surrounding countryside from W-N-E.  Hilltop ringfort (LI014-069--) visible 440m to SSE.   Standing stones (LI014-140---/041/042-) in fields 290m to E. High Park"
252,LH02805,STCI,LH011-020001-,LOUTH,RATHIDDY,19,R174295,700666.000000000000000,803870.000000000000000,53.974295869999999,-6.465502746000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=LH011-020001-,"Situated on a slight E-facing slope. Issac Butler, writing in 1744 (Deane 1922, 99), noted ‘an arch (arc) of stones 7 paces (c. 5.25m) in diameter’ about 40 yards (c. 36m) to the SE of the standing stone (LH011-020----). The stones are described by B"
253,KE15622,STCI,KE091-121----,KERRY,ESKINE,12,R189652,474033.000000000000000,573457.000000000000000,51.899013373000003,-9.830456062000000,Stone circle, , , https://maps.archaeology.ie/HistoricEnvironment/?SMRS=KE091-121----,"Situated in boggy pasture, in a clearing partially enclosed by trees.. A stone circle (diam. 8.5–9m) composed of 8 stones (H: c.0.4–1.2m), the highest of which is located at N. Each of the stones is lichen encrusted on all sides which suggests the st"
254,CL09746,STCI,CL009-021060-,CLARE,KILCORNEY,4,R126260,522491.000000000000000,698732.000000000000000,53.033639059000002,-9.155614002000000,Stone circle,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=CL009-021060-,Within the SW end of a cairn associated with a possible unclassified megalithic tomb (CL009-021012-). A circle of seven upright stones (H c. 0.4m) encloses a small fairly level area (c. 2.5m NW–SE; c. 2m NE–SW). In the centre of this space a large ro
